Donor,Deflatorvalue
Rumänienhilfe Liebenau,1.0154
Rumänienhilfe Schärding,1.0154
Rural Agency for Community Development and Assistance,1.0154
Rural Capacities Development Committee,1.0154
Rural Centre for Sustainable Development,1.0154
Rural Development Foundation,1.0154
Rural Development Initiative,1.0154
Rural Development Project,1.0154
Rural Empowerment and Institutional Development,1.0154
Rural Focus,1.0154
Rural Reconstruction Nepal,1.0154
Rural Support Programmes Network,1.0154
Rural Water and Sanitation Support Agency,1.0154
Russia Red Cross,1.0154
Russian Federation,1.0154
Russian Red Cross Society,1.0154
Rwanda,0.9701
Rwanda Red Cross ,1.0154
Rwandan Red Cross ,1.0154
RWSSP,1.0154
SAACID,1.0154
Sabou Guinee,1.0154
Sad Africa,1.0154
Sada Al Irak Organisation,1.0154
SADRI,1.0154
SAF - Science and Arts Foundation,1.0154
Safa Marwa Relief and Development Organization,1.0154
SaferAfrica,1.0154
Saferworld,1.0154
Safeway Inc,1.0154
SAFRA Edmond J. Philanthropic Foundation,1.0154
Saga Falabella,1.0154
Sage Organisation,1.0154
Sagric InteNational Pty Ltd,1.0154
SAH - Schweizerisches Arbeiterhilfswerk,1.0154
Sahkar Dost Welfare Association,1.0154
SAIH - Studentenes og Akademikernes Internasjonale Hjelpefond,1.0154
Saint Barbara Foundation,1.0154
Saint Lucia,1.0154
Saint Vincent and the Grenadines,1.0154
SALAM YA SUGHAR FUND,1.0154
Salama Medical Agency,1.0154
Salesian Missions,1.0154
Salvadorean Red Cross Society,1.0154
Salvation Army,1.0154
SAM - Schweizer Allianz Mission,1.0154
SAM - Schweizer Allianz Mission ,1.0154
Sama Al-Yemen Development Foundation,1.0154
Samaritan's Purse,1.0154
Samenwerkende Hulporganisaties,1.0154
Samerådet,1.0154
Sametinget,1.0154
Samir Kassir Foundation,1.0154
Samis,1.0154
Samisk Høgskole,1.0154
Samoa,1.0135
Samoa Red Cross,1.0154
Samoa Red Cross Society,1.0154
Samsung Group,1.0154
Samusocial Peru,1.0154
San Diego Foundation,1.0154
San Marino,0.9888
San Remo Institute for Humanitarian Law,1.0154
SANAD Charity Foundation,1.0154
SANAR YURDATAPAN  - FEA,1.0154
Sangtani Women Rural Development Organization,1.0154
Sanitary of Epidemiological Station,1.0154
SANOFI,1.0154
Santa Isabel Market,1.0154
Santé Diabète,1.0154
Santé Mali Rhône Alpes,1.0154
Santé pour le Développement et la Stabilité d’Haïti,1.0154
Sante Sud,1.0154
Sant''Egidio,1.0154
Sarhad Rural Support Programme,1.0154
Sarvodaya Shramadana Movement,1.0154
Sath Development Organization,1.0154
Satunama,1.0154
Saude em Portugues,1.0154
Saúde em Português,1.0154
Saudi Arabia (Kingdom of),1.0154
Saudi Arabian Red Crescent Society,1.0154
Saudi Committee,1.0154
Saudi Public Campaign for Lebanon and Palestine,1.0154
Saudi Red Crescent ,1.0154
Save and Serve,1.0154
Save Somali Women & Children,1.0154
Save the Children ,1.0154
Save the Children - Canada,1.0154
Save the Children - Denmark,1.0154
Save the Children - France,1.0154
Save the Children - Japan,1.0154
Save the Children - Netherlands,1.0154
Save the Children - Norway,1.0154
Save the Children - Sri Lanka,1.0154
Save the Children - Sweden,1.0154
Save the Children - Uganda,1.0154
Save the Children - United Kingdom,1.0154
Save the Children - USA,1.0154
Save the Children Alliance,1.0154
Save the Children Federaton Inc.,1.0154
"Save the Children, Youths and Women Organization",1.0154
Sawaid Health Organization,1.0154
SC - Caritas,1.0154
SC/US and World Vision,1.0154
SCA Tissue,1.0154
Scanagri,1.0154
Scandinavian Children's Mission ,1.0154
SCD-RB,1.0154
Schering-Plough Corporation,1.0154
Schools Association for Formal Education,1.0154
Schulte Roth & Zabel LLP,1.0154
SCO,1.0154
SCOR Group,1.0154
Scotiabank,1.0154
Scottish Catholic InterNational Aid Fund,1.0154
Scottish Executive,1.0154
Scottrade,1.0154
SDW,1.0154
Search for Common Ground,1.0154
Seattle Foundation,1.0154
Second Harvest Japan,1.0154
SECONRED,1.0154
Secours Catholique et Développement,1.0154
Secours Islamique,1.0154
Secours Islamique France,1.0154
Secours Populaire Francais,1.0154
Sécurité civile,1.0154
Sedec-Hudec,1.0154
Seeds of Peace,1.0154
Seestern e.V.,1.0154
Seestern e.V.,1.0154
"Seismic Research Unit, Univ. of West Indies",1.0154
Seismic Risk Assessment and Mitigation in the Antakya-Maras Region,1.0154
Seismic Risk Assessment and Mitigation in the Antakya-Maras Region ,1.0154
Self Employment Womens' Association,1.0154
Sempra Energy Foundation,1.0154
Senegal,1.0204
Senter for Krisepsykologi,1.0154
"Senter for kunnskap og likestilling, Kvinneuniversitetet Nord",1.0154
Sentinelles,1.0154
Seobu Annual Conference of the KMC,1.0154
Serbia ,1.0154
Serbia and Montenegro,1.0154
Serbia and Montenegro Red Cross,1.0154
Serve Pastoralist International,1.0154
Service Health Relief Development Organization,1.0154
SERVICE INT. POUR LES DROITS DE L HOMME,1.0154
SERVICE plus GMBH,1.0154
Service Social InterNational  ,1.0154
SERVICIO PAZ Y JUSTICIA,1.0154
SES World Skies,1.0154
SE-SINAPRED,1.0154
Sewa Development Trust Sindh,1.0154
Sewa Lanka Foundation,1.0154
Sewalanka,1.0154
Seychelles,0.9956
Seychelles Red Cross,1.0154
Seychelles Red Cross Society,1.0154
Seylan Bank Limited,1.0154
Sezam,1.0154
SFCG/RDC,1.0154
SHA/National Autonomous University of Nicaragua,1.0154
SHA/NRE,1.0154
Shah Sachal Sami Foundation,1.0154
Shahrukhi Rehabilitation Project,1.0154
Shaik Abdallah Nouri Association,1.0154
SHAML - Palestinian Diaspora and Refugee Center ,1.0154
Shanti Volunteer Association,1.0154
Sharaja,1.0154
SHARE,1.0154
Share Association of Guatemala,1.0154
Share our Strength,1.0154
Sharek Youth Forum ,1.0154
Sharjah Charity House,1.0154
Sharukhi Rehabilitation Project,1.0154
Sharukhi Rehabilitation Project ,1.0154
Sheikh Mohammad Shami Foundation,1.0154
Sheikh Thani bin Abdullah Foundation for Humanitarian Services,1.0154
Shell Nigeria,1.0154
Shell Oil Company,1.0154
Shelter Centre,1.0154
Shelter for Life,1.0154
Shelter Now InterNational ,1.0154
ShelterBox,1.0154
Sheraton Hotel,1.0154
Sherrit,1.0154
Shifa Foundation,1.0154
SHIFT,1.0154
Shilale Rehabilitation and Ecological Concern,1.0154
Shining Future Humanitarian Organization,1.0154
Shining Light Community Development Organization,1.0154
Shinnyo-en,1.0154
Shinnyo-en ,1.0154
"Shionogi & Co., Ltd",1.0154
Shionogi Pharma Inc.,1.0154
Shipman & Goodwin LLP,1.0154
Sibro,1.0154
Siemens AG,1.0154
Siemens Water Technologies,1.0154
Sierra Leone,0.9349
SIF-France,1.0154
SIG - Canton's Industrial Services - Geneve (CH),1.0154
Sign of Hope,1.0154
Silicon Valley Community Foundation,1.0154
SIM Canada,1.0154
Sindh Agriculture and Forestry Workers Cooperation Organization,1.0154
Sindh Radiant Organisation,1.0154
Singapore,0.9965
Singapore InterNational Foundation,1.0154
Singapore Red Cross,1.0154
Singapore Red Cross Society,1.0154
SIPRI,1.0154
Siriri,1.0154
Sivilombudsmannen,1.0154
"Skadden, Arps, Slate, Meagher, & Flom LPP & Affiliates",1.0154
Skanska,1.0154
Skeiv Solidaritet,1.0154
Skills Active Forward,1.0154
SKUPAJ,1.0154
SkyLink,1.0154
Slavik,1.0154
Slovak Red Cross,1.0154
Slovakia,1.0154
Slovenia,1.0074
Slovenian Red Cross,1.0154
Small Arms Survey,1.0154
SMU - Strategic Monitoring Unit (Afghanistan),1.0154
SNG,1.0154
Social and Humanitarian Assistance Organization,1.0154
Social Economical Environmental Developers ,1.0154
Social Humanitarian Economical Intervention for Local Development,1.0154
Social Impact,1.0154
Social Life and Agricultural Development Organisation,1.0154
Social Solidarity Organisation,1.0154
"Social, Humanitarian, Economical Intervention for Local Developmen",1.0154
Société Algérienne de Recherche en Psychologie,1.0154
"Société Axis, Centre orthopédique d'Assomption",1.0154
SOCIETE DE COOPERATION POUR LE DEVELOPPEMENT DE FIZI  (SOCOODEFI),1.0154
"Société Générale de Solidarité, S.A.",1.0154
Société Kolping,1.0154
Society Development Initiative Organization,1.0154
Society for Awareness and Change,1.0154
Society for Community Development,1.0154
Society for Conservation and Protection of Environment,1.0154
Society for Human and Institutional Development,1.0154
Society for Humanitarian Solidarity,1.0154
"Society for Skills, Trainings & Development",1.0154
Society for Sustainable Development,1.0154
"Society for the Advancement, Community, health, Education and Training",1.0154
Society of Physically Handicapped People,1.0154
SODI - Solidaritätsdienst-InterNational ,1.0154
Soeurs missionnaires de la charite (Mere Teresa),1.0154
SOHDO,1.0154
Soka Gakkai,1.0154
Sol Inc.,1.0154
Soles4Souls,1.0154
Solidar,1.0154
SOLIDAR INGO CONSORTIUM ,1.0154
Solidaridad Internacional,1.0154
Solidaridad InterNational,1.0154
Solidarität Dritte Welt,1.0154
Solidarität mit Lateinamerika,1.0154
Solidarité Féminine pour la Paix et le Développement Intégral,1.0154
Solidarité laique,1.0154
Solidarite Protestante,1.0154
Solidarité Socialiste,1.0154
Solidarité Syndicale - Luxembourg,1.0154
"Solidarité, Urgence, Developpement",1.0154
Solidarités,1.0154
Solidarités InterNational,1.0154
Solidarites-Belgium,1.0154
Solidarites-France,1.0154
Solidarity Group of Jubbaland,1.0154
Solidarity Organization for Rehabilitation of Afghanistan,1.0154
Solidarmed,1.0154
Solomon Islands Red Cross,1.0154
Sølvberget,1.0154
Somaction,1.0154
Somali Aid Foundations,1.0154
Somali Community Concern,1.0154
Somali Community Development Foundation,1.0154
Somali Community Literacy Center,1.0154
Somali Development & Rehabilitation Organisation,1.0154
Somali Development and Rehabilitation Organisation,1.0154
Somali Education and Health Organisation,1.0154
Somali Humanitarian Aid and Development Organization,1.0154
Somali Organic Agriculture Development Organization,1.0154
Somali Red Crescent Society,1.0154
Somali Relief and Development Action,1.0154
Somali Relief and Development Society,1.0154
Somali Transformation Group,1.0154
Somali Young Doctors Association,1.0154
Somali Youth for Peace and Development,1.0154
Somalia Relive Centre,1.0154
SomaliAid,1.0154
Somaliland community development Organization,1.0154
Somalischer Verein e.V.,1.0154
Sony,1.0154
Sony Online Entertainment,1.0154
Soroptimist InterNational,1.0154
Soros Foundation Open Society Institute,1.0154
Soroti Catholic Diocese Integrated Development Organisation,1.0154
SOS Children's Villages,1.0154
SOS Faim,1.0154
SOS Futures Maman,1.0154
SOS InterNational,1.0154
SOS Kinderdorf,1.0154
SOS Kinderdorpen,1.0154
SOS Malta,1.0154
SOS Sahel InterNational,1.0154
"SOS Villages d""enfants",1.0154
SOS Villages d'Enfants,1.0154
SOS-barnbyar Sweden,1.0154
Soul for Development,1.0154
Soul of Haiti,1.0154
South Africa,0.8897
South African Red Cross,1.0154
South African Red Cross Society,1.0154
South American Football Confederation (CONMEBOL),1.0154
South Pacific Applied Geoscience Commission,1.0154
South Sudan Development Agency,1.0154
South Sudan Law Society ,1.0154
Southern African Development Community,1.0154
Southern Aid,1.0154
Southern Alliance for Indigenous Resources,1.0154
Southern Company Charitable Foundations,1.0154
South-North Sharing Campaign for Peace and Reunification,1.0154
Sovereign Military Order of Malta,1.0154
Spa War,1.0154
Spain,1.0128
Spanish Aced,1.0154
Spanish Agency InterNational Cooperation,1.0154
Spanish Association for Humanitarian Medicine,1.0154
Spanish Red Cross,1.0154
Spanish Religious Organizations,1.0154
Spansion Inc.,1.0154
Spark Energy,1.0154
SPDS,1.0154
Special Court,1.0154
Special Representative of the Secretary-General,1.0154
Specially Designated Contributions (OCHA),1.0154
Spedition TBSG Bremen,1.0154
Sphene InterNational Ltd,1.0154
SPHERE,1.0154
Sports and Cooperation Network,1.0154
Sprint Foundation,1.0154
Sprint Nextel,1.0154
Sr. Elfride Jagers-berger,1.0154
Sr. Hildegard Litzlhammer,1.0154
Sri Lanka,0.964
Sri Lanka Red Cross,1.0154
Sri Lanka Red Cross Society,1.0154
SSA,1.0154
SSA Marine,1.0154
SSB,1.0154
SSDO - South Sudan Development Organisation,1.0154
SST,1.0154
ST. ANDREWS SOCIETY,1.0154
St. Boniface Haiti Foundation,1.0154
St. Damien Hospital,1.0154
St. John Eye Hospital,1.0154
St. Josephs Care and Support Trust at Sizanani Village,1.0154
St. Lucia National Emergency Management Organisation,1.0154
Stability Pact,1.0154
Stabilization and Recovery Funding Facility in Eastern DRC,1.0154
Stadt Wien,1.0154
Standard Action Liaison Focus,1.0154
Standard Chartered Bank,1.0154
Staples Inc.,1.0154
Star of Hope,1.0154
Starbucks Foundation ,1.0154
STARH Project,1.0154
State Street Corporation,1.0154
Statens Forurensningstilsyn,1.0154
"Stavanger kommune, Litteraturfestivalen Kapittel06",1.0154
"Stavanger kommune, Sølvberget KF Bibl.og kul",1.0154
Stavros Niarchos Foundation,1.0154
STC SW,1.0154
STCH,1.0154
STC-NOR,1.0154
"Steenfeldt-Foss, O. W.",1.0154
STEP Afghanistan,1.0154
Steps InterNational,1.0154
Sterling Export Corp,1.0154
Stichting CARE Nederland,1.0154
Stichting Vluchteling,1.0154
Stichting World Federalist Movement,1.0154
"Stiftelsen barn og krig, Children and War",1.0154
Stiftelsen for en kritisk og uavhengig presse,1.0154
Stiftelsen Menneskeret.Huset,1.0154
Stiftelsen Oljeberget,1.0154
Stiftelsen SOS Barnelandsbyer,1.0154
"Stiftelsen Yme, prosjekt",1.0154
Stiftung des deutschen Instituts für Katastrophenmedizin,1.0154
Stiftung Deutsche Welthungerhilfe,1.0154
Stiftung Kasipiti,1.0154
Stiftung St. Barbara,1.0154
Stitching War Child,1.0154
Stockholm InterNational Peace Research Institute,1.0154
Stonepath Logistics,1.0154
Stop & Shop Supermarket Company,1.0154
Street Children Aid,1.0154
Strengthening Participatory Organization,1.0154
Stromme Foundation,1.0154
Strømmestiftelsen - UD-tilskudd,1.0154
Studentenes og Akademikernes Internasjonale Hjelpefond,1.0154
Sub-Saharan InterNational Development Organization,1.0154
Sudan,1.1235
Sudan Aid,1.0154
Sudan Council of Churches,1.0154
Sudan Integrated Mine Action Service,1.0154
Sudan Medical Care,1.0154
Sudan Open Learning Organisation,1.0154
Sudan Peace and Education Development Programme,1.0154
Sudan Red Crescent,1.0154
Sudan Red Crescent Society,1.0154
Sudan Social Development Organization ,1.0154
Sudanese Development Call Organization,1.0154
Sudanese Development Relief Agency,1.0154
Sudanese Red Crescent,1.0154
Sudanese Women's General Union,1.0154
Sud-Chemie AG,1.0154
SUKS - Schweizerisches Unterstützungskomitee für die Sahraouis,1.0154
Sultan Haji Hassanal Bolkiah Foundation,1.0154
"Summer Infant, Inc.",1.0154
Sun Life Financial Inc.,1.0154
Sundry Donors,1.0154
Sungi,1.0154
Sungi Development Foundation,1.0154
"Sunnaas sykehus HF, Forskningsavdelingen",1.0154
Supply Chain Management System,1.0154
Support Agency for Rural & Human Association's Development,1.0154
SurfAid,1.0154
Suriname ,1.0154
Suriname Red Cross,1.0154
Survey Action Center,1.0154
Survivor Corps,1.0154
Sustainable Action Group,1.0154
Sustainable Heath Development Centre,1.0154
Sutter Health,1.0154
Suvannimit Foundation,1.0154
Suwannimit Foundation,1.0154
Svenska Missionsradet,1.0154
Swaziland,0.8482
Sweden,1.0135
Swedish Alliance Mission ,1.0154
Swedish and Norwegian Ecumenical Accompaniment Programme in Palestine and Israel,1.0154
Swedish Christian Council,1.0154
Swedish Civil Contingencies Agency (MSB),1.0154
Swedish Committee for Afghanistan,1.0154
Swedish Convenant Church,1.0154
Swedish Cooperative Centre,1.0154
Swedish Covenant Mission,1.0154
Swedish Ecumenical Accompaniment Programme in Palestine and Israel,1.0154
Swedish Free Mission,1.0154
Swedish Groups of Africa,1.0154
Swedish Lutheran Aid,1.0154
Swedish Mission Council,1.0154
Swedish Missionary Association,1.0154
Swedish Red Cross ,1.0154
Swedish Refugee Aid,1.0154
Swedish Tibetan Society for School & Culture,1.0154
Sweet Mickey Foundation,1.0154
SWEFOR - Swedish Fellowship of Reconciliation,1.0154
SWIFT - Society for Worldwide Interbank Financial Telecommunication,1.0154
"Swift Creative, Inc.",1.0154
SWIFT RONCO,1.0154
Swiss Academy for Military and Disaster Medicine,1.0154
Swiss Academy of Development,1.0154
Swiss AIDS Care InterNational,1.0154
Swiss Campaign to Ban Landmines,1.0154
Swiss Centre for InterNational Health,1.0154
Swiss Development Cooperation/Swiss Humanitarian Aid,1.0154
Swiss Disaster Relief Unit,1.0154
Swiss Embassy,1.0154
Swiss Foundation for Mine Action / Organisation for Security and Cooperation in Europe,1.0154
Swiss Red Cross,1.0154
Swiss Rotary Club,1.0154
Swiss Solidarity,1.0154
SWISSAID,1.0154
Swisscontact,1.0154
SwissCor,1.0154
SWISSO - Kalmo,1.0154
Swisspeace,1.0154
Switzerland,0.988
Symantec,1.0154
SYRIA CAMPAIGN ,1.0154
Syrian Arab Popular Committee,1.0154
Syrian Arab Red Crescent,1.0154
Syrian Arab Republic,1.0154
Syrian Orthodox Church,1.0154
Syrian Red Crescent Society,1.0154
Syrisk Orthodox Church Sweden,1.0154
T. Kuroyanagi,1.0154
"TACODAPU, INC.",1.0154
Tadamun Social Society,1.0154
TAIPEI FIRE SERVICE,1.0154
Taiwan (Province of China),1.0154
Taiwan Grassroots Women Workers' Centre,1.0154
Taiwan Red Cross Society,1.0154
Taiwan Rotary,1.0154
Taiwan Tzu-chi Foundation Malaysia,1.0154
Tajikistan,0.7981
Tajikistan Red Crescent Society,1.0154
Talawiet Organization for Development,1.0154
Tambanevana Children's Association,1.0154
Tameer-e-Khalaq Foundation,1.0154
Tamil Rehabilitation Organisation,1.0154
Tammuz Organizataion for Social Development,1.0154
Tampico Beverages Inc.,1.0154
Tanad Relief and Development Organisation,1.0154
Tanzania,0.9548
Tanzania Red Cross National Society,1.0154
Tanzanian Red Cross,1.0154
Taraqee Foundation,1.0154
Target,1.0154
Tasa Meng,1.0154
TASSAGHT,1.0154
Tawsol Al Amal Charity Organization,1.0154
TD Bank,1.0154
Tear Australia,1.0154
TEAR Fund New Zealand,1.0154
TEARFUND,1.0154
"TEC Equipment, Inc.",1.0154
Technisches Hilfswerk (THW),1.0154
Techno Plan,1.0154
Tehreek,1.0154
Telecom for Basic Human Needs,1.0154
Telecom Sans Frontieres,1.0154
Telefood Campaign ,1.0154
Telenor Pakistan,1.0154
TELUS,1.0154
Temele Development Organisation,1.0154
Temporary InterNational Presence in Hebron,1.0154
Tenet Healthcare Corporation,1.0154
TERMA FOUNDATION,1.0154
Terra Nuova,1.0154
Terra Tech,1.0154
Terre Des Hommes,1.0154
Terre des Hommes - Germany,1.0154
