Donor,privatemoney
"Senter for kunnskap og likestilling, Kvinneuniversitetet Nord",no
Sentinelles,no
Seobu Annual Conference of the KMC,no
Serbia ,no
Serbia and Montenegro,no
Serbia and Montenegro Red Cross,no
Serve Pastoralist International,no
Service Health Relief Development Organization,private
SERVICE INT. POUR LES DROITS DE L HOMME,no
SERVICE plus GMBH,private
Service Social InterNational  ,no
SERVICIO PAZ Y JUSTICIA,no
SES World Skies,private
SE-SINAPRED,no
Sewa Development Trust Sindh,no
Sewa Lanka Foundation,private
Sewalanka,no
Seychelles,no
Seychelles Red Cross,no
Seychelles Red Cross Society,no
Seylan Bank Limited,private
Sezam,no
SFCG/RDC,no
SHA/National Autonomous University of Nicaragua,no
SHA/NRE,no
Shah Sachal Sami Foundation,no
Shahrukhi Rehabilitation Project,no
Shaik Abdallah Nouri Association,no
SHAML - Palestinian Diaspora and Refugee Center ,no
Shanti Volunteer Association,no
Sharaja,no
SHARE,no
Share Association of Guatemala,no
Share our Strength,private
Sharek Youth Forum ,no
Sharjah Charity House,private
Sharukhi Rehabilitation Project,no
Sharukhi Rehabilitation Project ,no
Sheikh Mohammad Shami Foundation,private
Sheikh Thani bin Abdullah Foundation for Humanitarian Services,private
Shell Nigeria,private
Shell Oil Company,private
Shelter Centre,no
Shelter for Life,no
Shelter Now InterNational ,no
ShelterBox,no
Sheraton Hotel,private
Sherrit,private
Shifa Foundation,private
SHIFT,private
Shilale Rehabilitation and Ecological Concern,no
Shining Future Humanitarian Organization,no
Shining Light Community Development Organization,no
Shinnyo-en,private
Shinnyo-en ,private
"Shionogi & Co., Ltd",private
Shionogi Pharma Inc.,private
Shipman & Goodwin LLP,private
Sibro,no
Siemens AG,private
Siemens Water Technologies,private
Sierra Leone,no
SIF-France,private
SIG - Canton's Industrial Services - Geneve (CH),no
Sign of Hope,no
Silicon Valley Community Foundation,private
SIM Canada,no
Sindh Agriculture and Forestry Workers Cooperation Organization,private
Sindh Radiant Organisation,private
Singapore,no
Singapore InterNational Foundation,private
Singapore Red Cross,no
Singapore Red Cross Society,no
SIPRI,no
Siriri,no
Sivilombudsmannen,no
"Skadden, Arps, Slate, Meagher, & Flom LPP & Affiliates",private
Skanska,private
Skeiv Solidaritet,no
Skills Active Forward,no
SKUPAJ,private
SkyLink,private
Slavik,no
Slovak Red Cross,no
Slovakia,no
Slovenia,no
Slovenian Red Cross,no
Small Arms Survey,no
SMU - Strategic Monitoring Unit (Afghanistan),no
SNG,no
Social and Humanitarian Assistance Organization,no
Social Economical Environmental Developers ,no
Social Humanitarian Economical Intervention for Local Development,no
Social Impact,no
Social Life and Agricultural Development Organisation,no
Social Solidarity Organisation,private
"Social, Humanitarian, Economical Intervention for Local Developmen",no
Société Algérienne de Recherche en Psychologie,no
"Société Axis, Centre orthopédique d'Assomption",no
SOCIETE DE COOPERATION POUR LE DEVELOPPEMENT DE FIZI  (SOCOODEFI),no
"Société Générale de Solidarité, S.A.",private
Société Kolping,no
Society Development Initiative Organization,private
Society for Awareness and Change,no
Society for Community Development,no
Society for Conservation and Protection of Environment,private
Society for Human and Institutional Development,no
Society for Humanitarian Solidarity,no
"Society for Skills, Trainings & Development",no
Society for Sustainable Development,no
"Society for the Advancement, Community, health, Education and Training",no
Society of Physically Handicapped People,no
SODI - Solidaritätsdienst-InterNational ,no
Soeurs missionnaires de la charite (Mere Teresa),private
SOHDO,no
Soka Gakkai,no
Sol Inc.,private
Soles4Souls,no
Solidar,no
SOLIDAR INGO CONSORTIUM ,no
Solidaridad Internacional,private
Solidaridad InterNational,no
Solidarität Dritte Welt,private
Solidarität mit Lateinamerika,no
Solidarité Féminine pour la Paix et le Développement Intégral,no
Solidarité laique,private
Solidarite Protestante,no
Solidarité Socialiste,no
Solidarité Syndicale - Luxembourg,no
"Solidarité, Urgence, Developpement",no
Solidarités,no
Solidarités InterNational,no
Solidarites-Belgium,no
Solidarites-France,no
Solidarity Group of Jubbaland,no
Solidarity Organization for Rehabilitation of Afghanistan,no
Solidarmed,no
Solomon Islands Red Cross,no
Sølvberget,no
Somaction,no
Somali Aid Foundations,no
Somali Community Concern,no
Somali Community Development Foundation,no
Somali Community Literacy Center,no
Somali Development & Rehabilitation Organisation,no
Somali Development and Rehabilitation Organisation,no
Somali Education and Health Organisation,no
Somali Humanitarian Aid and Development Organization,no
Somali Organic Agriculture Development Organization,no
Somali Red Crescent Society,no
Somali Relief and Development Action,no
Somali Relief and Development Society,no
Somali Transformation Group,no
Somali Young Doctors Association,private
Somali Youth for Peace and Development,no
Somalia Relive Centre,no
SomaliAid,no
Somaliland community development Organization,no
Somalischer Verein e.V.,no
Sony,private
Sony Online Entertainment,private
Soroptimist InterNational,private
Soros Foundation Open Society Institute,private
Soroti Catholic Diocese Integrated Development Organisation,no
SOS Children's Villages,no
SOS Faim,no
SOS Futures Maman,no
SOS InterNational,no
SOS Kinderdorf,no
SOS Kinderdorpen,no
SOS Malta,no
SOS Sahel InterNational,no
"SOS Villages d""enfants",no
SOS Villages d'Enfants,no
SOS-barnbyar Sweden,no
Soul for Development,no
Soul of Haiti,no
South Africa,no
South African Red Cross,no
South African Red Cross Society,no
South American Football Confederation (CONMEBOL),private
South Pacific Applied Geoscience Commission,no
South Sudan Development Agency,no
South Sudan Law Society ,private
Southern African Development Community,no
Southern Aid,private
Southern Alliance for Indigenous Resources,no
Southern Company Charitable Foundations,private
South-North Sharing Campaign for Peace and Reunification,no
Sovereign Military Order of Malta,no
Spa War,private
Spain,no
Spanish Aced,no
Spanish Agency InterNational Cooperation,no
Spanish Association for Humanitarian Medicine,private
Spanish Red Cross,no
Spanish Religious Organizations,private
Spansion Inc.,private
Spark Energy,private
SPDS,no
Special Court,no
Special Representative of the Secretary-General,no
Specially Designated Contributions (OCHA),no
Spedition TBSG Bremen,private
Sphene InterNational Ltd,private
SPHERE,no
Sports and Cooperation Network,no
Sprint Foundation,private
Sprint Nextel,private
Sr. Elfride Jagers-berger,private
Sr. Hildegard Litzlhammer,private
Sri Lanka,no
Sri Lanka Red Cross,no
Sri Lanka Red Cross Society,no
SSA,no
SSA Marine,private
SSB,no
SSDO - South Sudan Development Organisation,no
SST,no
ST. ANDREWS SOCIETY,private
St. Boniface Haiti Foundation,private
St. Damien Hospital,no
St. John Eye Hospital,private
St. Josephs Care and Support Trust at Sizanani Village,no
St. Lucia National Emergency Management Organisation,no
Stability Pact,no
Stabilization and Recovery Funding Facility in Eastern DRC,no
Stadt Wien,no
Standard Action Liaison Focus,no
Standard Chartered Bank,private
Staples Inc.,private
Star of Hope,no
Starbucks Foundation ,private
STARH Project,no
State Street Corporation,private
Statens Forurensningstilsyn,no
"Stavanger kommune, Litteraturfestivalen Kapittel06",no
"Stavanger kommune, Sølvberget KF Bibl.og kul",no
Stavros Niarchos Foundation,private
STC SW,no
STCH,no
STC-NOR,no
"Steenfeldt-Foss, O. W.",no
STEP Afghanistan,no
Steps InterNational,no
Sterling Export Corp,private
Stichting CARE Nederland,no
Stichting Vluchteling,private
Stichting World Federalist Movement,no
"Stiftelsen barn og krig, Children and War",private
Stiftelsen for en kritisk og uavhengig presse,private
Stiftelsen Menneskeret.Huset,no
Stiftelsen Oljeberget,private
Stiftelsen SOS Barnelandsbyer,no
"Stiftelsen Yme, prosjekt",private
Stiftung des deutschen Instituts für Katastrophenmedizin,private
Stiftung Deutsche Welthungerhilfe,private
Stiftung Kasipiti,private
Stiftung St. Barbara,private
Stitching War Child,no
Stockholm InterNational Peace Research Institute,no
Stonepath Logistics,private
Stop & Shop Supermarket Company,private
Street Children Aid,no
Strengthening Participatory Organization,private
Stromme Foundation,private
Strømmestiftelsen - UD-tilskudd,no
Studentenes og Akademikernes Internasjonale Hjelpefond,no
Sub-Saharan InterNational Development Organization,no
Sudan,no
Sudan Aid,no
Sudan Council of Churches,private
Sudan Integrated Mine Action Service,no
Sudan Medical Care,no
Sudan Open Learning Organisation,no
Sudan Peace and Education Development Programme,no
Sudan Red Crescent,no
Sudan Red Crescent Society,no
Sudan Social Development Organization ,no
Sudanese Development Call Organization,no
Sudanese Development Relief Agency,private
Sudanese Red Crescent,no
Sudanese Women's General Union,no
Sud-Chemie AG,private
SUKS - Schweizerisches Unterstützungskomitee für die Sahraouis,no
Sultan Haji Hassanal Bolkiah Foundation,private
"Summer Infant, Inc.",private
Sun Life Financial Inc.,private
Sundry Donors,no
Sungi,private
Sungi Development Foundation,private
"Sunnaas sykehus HF, Forskningsavdelingen",no
Supply Chain Management System,private
Support Agency for Rural & Human Association's Development,private
SurfAid,no
Suriname ,no
Suriname Red Cross,no
Survey Action Center,no
Survivor Corps,no
Sustainable Action Group,private
Sustainable Heath Development Centre,no
Sutter Health,private
Suvannimit Foundation,private
Suwannimit Foundation,private
Svenska Missionsradet,no
Swaziland,no
Sweden,no
Swedish Alliance Mission ,no
Swedish and Norwegian Ecumenical Accompaniment Programme in Palestine and Israel,no
Swedish Christian Council,no
Swedish Civil Contingencies Agency (MSB),no
Swedish Committee for Afghanistan,no
Swedish Convenant Church,private
Swedish Cooperative Centre,no
Swedish Covenant Mission,no
Swedish Ecumenical Accompaniment Programme in Palestine and Israel,no
Swedish Free Mission,private
Swedish Groups of Africa,no
Swedish Lutheran Aid,no
Swedish Mission Council,private
Swedish Missionary Association,private
Swedish Red Cross ,no
Swedish Refugee Aid,no
Swedish Tibetan Society for School & Culture,private
Sweet Mickey Foundation,private
SWEFOR - Swedish Fellowship of Reconciliation,private
SWIFT - Society for Worldwide Interbank Financial Telecommunication,private
"Swift Creative, Inc.",private
SWIFT RONCO,private
Swiss Academy for Military and Disaster Medicine,no
Swiss Academy of Development,no
Swiss AIDS Care InterNational,private
Swiss Campaign to Ban Landmines,no
Swiss Centre for InterNational Health,no
Swiss Development Cooperation/Swiss Humanitarian Aid,no
Swiss Disaster Relief Unit,no
Swiss Embassy,no
Swiss Foundation for Mine Action / Organisation for Security and Cooperation in Europe,no
Swiss Red Cross,no
Swiss Rotary Club,no
Swiss Solidarity,private
SWISSAID,no
Swisscontact,private
SwissCor,no
SWISSO - Kalmo,no
Swisspeace,no
Switzerland,no
Symantec,private
SYRIA CAMPAIGN ,no
Syrian Arab Popular Committee,no
Syrian Arab Red Crescent,no
Syrian Arab Republic,no
Syrian Orthodox Church,private
Syrian Red Crescent Society,no
Syrisk Orthodox Church Sweden,private
T. Kuroyanagi,private
"TACODAPU, INC.",private
Tadamun Social Society,no
TAIPEI FIRE SERVICE,no
Taiwan (Province of China),no
Taiwan Grassroots Women Workers' Centre,no
Taiwan Red Cross Society,no
Taiwan Rotary,private
Taiwan Tzu-chi Foundation Malaysia,private
Tajikistan,no
Tajikistan Red Crescent Society,no
Talawiet Organization for Development,private
Tambanevana Children's Association,no
Tameer-e-Khalaq Foundation,private
Tamil Rehabilitation Organisation,no
Tammuz Organizataion for Social Development,no
Tampico Beverages Inc.,private
Tanad Relief and Development Organisation,no
Tanzania,no
Tanzania Red Cross National Society,no
Tanzanian Red Cross,no
Taraqee Foundation,private
Target,private
Tasa Meng,private
TASSAGHT,no
Tawsol Al Amal Charity Organization,no
TD Bank,private
Tear Australia,no
TEAR Fund New Zealand,no
TEARFUND,no
"TEC Equipment, Inc.",private
Technisches Hilfswerk (THW),no
Techno Plan,private
Tehreek,no
Telecom for Basic Human Needs,private
Telecom Sans Frontieres,no
Telefood Campaign ,no
Telenor Pakistan,private
TELUS,private
Temele Development Organisation,no
Temporary InterNational Presence in Hebron,no
Tenet Healthcare Corporation,private
TERMA FOUNDATION,private
Terra Nuova,no
Terra Tech,private
Terre Des Hommes,no
Terre des Hommes - Germany,no
Terre des Hommes - Italy,no
Terre des Hommes - Lausanne,no
Terre des Hommes International,no
TERREMOTO HAITI,no
Tesco,private
Tethyan Copper Company,private
Teva Pharmaceutical Industries Ltd.,private
TGK Consult,private
Thai National AIDS Foundation,private
Thai Red Cross Society,no
Thai Tsunami Victim Identification Group,no
Thailand,no
Thailand Burma Border Consortium,no
Thardeep Rural Development Programme,private
The Achelis Foundation,private
The Alliance for InterNational Medical Action,private
The Asfari Foundation,private
The Asia Foundation,private
The Association for Women's Rights in Development,private
The Bodman Foundation,private
The Bridge Fund,no
The Carter Centre ,no
The Christian Council of Sweden,private
The Church of Jesus Christ of Latter-Day Saints,private
The Clorox Company,private
The Cuny Center,no
The Danish-Ethiopian Cooperation,no
The Danish-Ethiopian Joint Initiative,no
The Dui Hua Foundation,private
The Emergency Management Agency of Greater Copenhagen,no
The Evangelical Alliance Relief,private
The Family Centre,no
The Federation of Korean Industries,private
The Fund for Peace,private
The General Assembly of Presbyterian Church in Korea,private
The Graduate Center,no
The Harvard Program on Humanitarian Policy and Conflict Research,no
The Health Support Organization,private
The Hebrew University of Jerusalem,no
The Humanitarian Forum Yemen,private
"The Institute of Cultural Affairs, Japan",private
The InterNational Barent secretary,no
The Iraqi InterNational Association for Civil Society,no
The Jewish Federation of Metropolitan Chicago,private
The Korean Medical Association,no
The Kvinna till Kvinna Foundation,private
The Living History Forum,no
The Mission Covenant Church of Sweden,private
The Mosaic Religious Community,private
The Movement Center of Jeju Citizen to Help the North Korea,no
The National Platform for Natural Hazards,no
The Nat'l Council of Saemaul Undong  Movement in Korea,no
The Norwegian Helsinki Committee,no
The Palestine Solidarity Association in Sweden,no
The Pears Foundation,private
The Rafto Foundation,private
The Rendon Group,private
The SEEP Network,private
The Sigrid Rausing Trust,private
The Sisters of Charity,no
The Society of the Revival of Islamic Heritage,private
The Southasia Trust,private
